OBJECTID,FREQUENCY,MEAN_vg_mtss_gcd,MEDIAN_vg_mtss_gcd,STD_vg_mtss_gcd,VARIANCE_vg_mtss_gcd,MEAN_ws_mtss,MEDIAN_ws_mtss,STD_ws_mtss,VARIANCE_ws_mtss,MEAN_wc_mtss,MEDIAN_wc_mtss,STD_wc_mtss,VARIANCE_wc_mtss,MEAN_wswc_mtss,MEDIAN_wswc_mtss,STD_wswc_mtss,VARIANCE_wswc_mtss,MEAN_va_mtss,MEDIAN_va_mtss,STD_va_mtss,VARIANCE_va_mtss,MEAN_vw_mtss,MEDIAN_vw_mtss,STD_vw_mtss,VARIANCE_vw_mtss
-1,29,17.582466009252119,16.570111723834806,3.302396043469470,10.905819627922808,-14.117093017890090,-12.761088915281899,9.183447796632739,84.335713433478730,0.951585608685807,1.293948736225505,11.530233794548169,132.946291356940662,-25.248519393183116,-7.388314075606608,202.534316100829784,41020.149198430837714,48.439848836109888,46.425664634788070,12.926461174703254,167.093398501110642,17.775151799733745,15.201119682010900,9.868616550665871,97.389592624076357
